SEASON,RANK,PLAYER,AGE,TEAM,POSITION,GP,G,A,PTS,PLUS_MIN,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO_PCT,BLK,HIT,TAKE,GIVE
2021_2022,556,Mark Pysyk,30,BUF,D,68,3,9,12,-4,16,3,0,0,0,9,0,0,64,4.7,126,1211:33:00,17:49,0,0,,85,41,21,20
2021_2022,557,Kevin Rooney,28,NYR,C,61,6,6,12,-1,18,6,0,0,1,6,0,0,71,8.5,110,844:51:00,13:51,181,223,44.8,47,84,22,19
2021_2022,558,Riley Stillman,23,CHI,D,52,2,10,12,-8,36,2,0,0,1,10,0,0,49,4.1,117,783:15:00,15:04,0,0,,67,122,11,29
2021_2022,559,Nathan Walker,27,STL,C,30,8,4,12,1,2,8,0,0,2,4,0,0,38,21.1,64,346:16:00,11:33,8,15,34.8,22,58,8,6
2021_2022,560,Ryan Carpenter,31,2TM,C,67,3,9,12,-11,36,3,0,0,2,8,1,0,67,4.5,117,842:59:00,12:35,200,188,51.5,44,136,19,11
2021_2022,560,Ryan Carpenter,31,CHI,C,59,3,8,11,-10,36,3,0,0,2,7,1,0,61,4.9,103,753:08:00,12:46,174,159,52.3,40,123,17,10
2021_2022,560,Ryan Carpenter,31,CGY,C,8,0,1,1,-1,0,0,0,0,0,1,0,0,6,0,14,89:51:00,11:14,26,29,47.3,4,13,2,1
2021_2022,561,Gerald Mayhew,29,2TM,F,40,11,1,12,-6,18,10,1,0,0,1,0,0,53,20.8,103,527:01:00,13:11,3,7,30,26,58,9,7
2021_2022,561,Gerald Mayhew,29,PHI,F,25,6,0,6,-5,10,5,1,0,0,0,0,0,31,19.4,62,303:54:00,12:09,2,3,40,17,37,5,3
2021_2022,561,Gerald Mayhew,29,ANA,F,15,5,1,6,-1,8,5,0,0,0,1,0,0,22,22.7,41,223:07:00,14:52,1,4,20,9,21,4,4
2021_2022,562,Emil Bemström,22,CBJ,C,41,6,5,11,-1,4,6,0,0,1,5,0,0,62,9.7,105,431:21:00,10:31,2,2,50,6,36,11,5
2021_2022,563,Matt Benning,27,NSH,D,65,0,11,11,-24,39,0,0,0,0,11,0,0,61,0,114,1061:55:00,16:20,0,0,,67,82,8,33
2021_2022,564,Logan Brown,23,STL,C,39,4,7,11,-3,8,4,0,0,0,6,1,0,34,11.8,56,397:24:00,10:11,66,102,39.3,13,22,7,13
2021_2022,565,Danny DeKeyser,31,DET,D,59,0,11,11,-8,26,0,0,0,0,11,0,0,57,0,119,1091:45:00,18:30,0,0,,102,49,7,21
2021_2022,566,Jason Dickinson,26,VAN,C,62,5,6,11,-1,19,5,0,0,0,6,0,0,66,7.6,125,808:36:00,13:03,123,166,42.6,43,101,20,9
2021_2022,567,Dean Kukan,28,CBJ,D,41,3,8,11,-2,16,3,0,0,0,8,0,0,41,7.3,76,667:58:00,16:18,0,0,,39,43,9,14
2021_2022,568,Michael Pezzetta,23,MTL,C,51,5,6,11,-7,81,5,0,0,0,6,0,0,49,10.2,77,399:38:00,7:50,6,5,54.5,8,156,4,24
2021_2022,569,Braden Schneider,20,NYR,D,43,2,9,11,5,9,2,0,0,0,8,1,0,25,8,65,665:29:00,15:29,0,0,,52,60,7,20
2021_2022,570,Devin Shore,27,EDM,C,49,5,6,11,-4,10,4,0,1,0,6,0,0,36,13.9,65,468:31:00,9:34,102,112,47.7,21,67,15,8
2021_2022,571,Jasper Weatherby,24,SJS,C,50,5,6,11,-14,18,4,1,0,0,5,1,0,45,11.1,82,562:02:00,11:14,173,168,50.7,24,52,18,14
2021_2022,572,Nikita Zaitsev,30,OTT,D,62,2,9,11,-7,28,2,0,0,0,7,0,2,65,3.1,138,1177:23:00,18:59,0,0,,103,128,13,35
2021_2022,573,Jacob Bryson,24,BUF,D,73,1,9,10,-9,12,0,1,0,0,3,6,0,43,2.3,85,1338:22:00,18:20,0,0,,73,55,24,25
2021_2022,574,Quinton Byfield,19,LAK,C,40,5,5,10,-7,20,5,0,0,1,4,1,0,39,12.8,76,486:16:00,12:09,124,149,45.4,11,20,15,14
2021_2022,575,Connor Clifton,26,BOS,D,60,2,8,10,-2,32,2,0,0,0,8,0,0,80,2.5,149,963:51:00,16:04,0,0,,62,156,16,14
2021_2022,576,Christian Fischer,24,ARI,RW,53,5,5,10,-15,14,4,1,0,0,5,0,0,76,6.6,123,694:57:00,13:07,76,147,34.1,22,91,17,24
2021_2022,577,Andy Greene,39,NYI,D,69,2,8,10,-13,10,2,0,0,0,8,0,0,52,3.8,126,1201:23:00,17:25,0,0,,126,39,14,45
2021_2022,578,Vinni Lettieri,26,ANA,C,31,5,5,10,-8,6,3,2,0,0,2,3,0,50,10,86,387:59:00,12:31,12,11,52.2,17,40,6,10
2021_2022,579,Connor Murphy,28,CHI,D,57,4,6,10,-14,47,4,0,0,1,6,0,0,71,5.6,149,1240:28:00,21:46,0,0,,150,130,19,47
2021_2022,580,Adam Ružička,22,CGY,C,28,5,5,10,8,8,5,0,0,0,5,0,0,33,15.2,58,286:16:00,10:13,103,120,46.2,8,24,6,11
2021_2022,581,Mattias Samuelsson,21,BUF,D,42,0,10,10,-10,16,0,0,0,0,10,0,0,44,0,83,839:39:00,0.833333333,0,0,,60,100,8,28
2021_2022,582,Joe Thornton,42,FLA,C,34,5,5,10,-10,10,2,3,0,1,5,0,0,26,19.2,44,377:36:00,11:06,77,98,44,10,20,18,18
2021_2022,583,Colin White,25,OTT,C,24,3,7,10,-11,4,1,2,0,1,2,5,0,47,6.4,72,368:06:00,15:20,86,91,48.6,4,28,4,10
2021_2022,584,Cameron York,21,PHI,D,30,3,7,10,-14,6,2,1,0,0,4,3,0,33,9.1,72,572:26:00,19:05,0,0,,40,20,5,12
2021_2022,585,Karson Kuhlman,26,2TM,C,44,3,7,10,-2,6,3,0,0,0,7,0,0,68,4.4,116,523:45:00,11:54,0,2,0,20,71,12,10
2021_2022,585,Karson Kuhlman,26,BOS,C,19,1,1,2,0,0,1,0,0,0,1,0,0,22,4.5,37,194:25:00,10:14,0,1,0,7,42,6,4
2021_2022,585,Karson Kuhlman,26,SEA,C,25,2,6,8,-2,6,2,0,0,0,6,0,0,46,4.3,79,329:20:00,13:10,0,1,0,13,29,6,6
2021_2022,586,Travis Hamonic,31,2TM,D,43,4,6,10,6,14,4,0,0,0,6,0,0,82,4.9,171,810:22:00,18:51,0,0,,93,73,6,31
2021_2022,586,Travis Hamonic,31,VAN,D,24,3,4,7,1,6,3,0,0,0,4,0,0,51,5.9,101,440:56:00,18:22,0,0,,55,30,2,13
2021_2022,586,Travis Hamonic,31,OTT,D,19,1,2,3,5,8,1,0,0,0,2,0,0,31,3.2,70,369:26:00,19:27,0,0,,38,43,4,18
2021_2022,587,Jake Walman,25,2TM,D,51,3,7,10,-3,10,3,0,0,0,6,1,0,87,3.4,173,715:13:00,14:01,0,0,,58,47,9,22
2021_2022,587,Jake Walman,25,STL,D,32,3,3,6,3,6,3,0,0,0,3,0,0,48,6.3,101,383:12:00,11:59,0,0,,26,21,5,11
2021_2022,587,Jake Walman,25,DET,D,19,0,4,4,-6,4,0,0,0,0,3,1,0,39,0,72,332:01:00,17:28,0,0,,32,26,4,11
2021_2022,588,Kale Clague,23,2TM,D,36,2,8,10,-10,20,2,0,0,0,5,3,0,26,7.7,56,602:33:00,16:44,0,0,,23,14,6,35
2021_2022,588,Kale Clague,23,LAK,D,11,0,5,5,-2,2,0,0,0,0,2,3,0,6,0,18,196:09:00,17:50,0,0,,9,0,1,5
2021_2022,588,Kale Clague,23,MTL,D,25,2,3,5,-8,18,2,0,0,0,3,0,0,20,10,38,406:24:00,16:15,0,0,,14,14,5,30
2021_2022,589,Matty Beniers,19,SEA,C,10,3,6,9,-1,0,1,2,0,0,4,2,0,18,16.7,36,169:24:00,16:56,39,53,42.4,4,7,6,5
2021_2022,590,Anton Blidh,26,BOS,LW,32,2,7,9,-3,24,2,0,0,0,7,0,0,28,7.1,46,343:13:00,10:44,0,3,0,17,82,6,6
2021_2022,591,Patrick Brown,29,PHI,C,44,4,5,9,-16,11,4,0,0,0,5,0,0,51,7.8,83,547:06:00,12:26,242,172,58.5,36,100,9,14
2021_2022,592,Kyle Capobianco,24,ARI,D,45,2,7,9,-12,38,1,1,0,1,6,1,0,40,5,85,720:10:00,16:00,0,0,,46,43,16,31
2021_2022,593,Gabriel Carlsson,25,CBJ,D,38,2,7,9,6,10,2,0,0,0,7,0,0,18,11.1,38,466:09:00,12:16,0,0,,33,27,7,4
2021_2022,594,Lucas Carlsson,24,FLA,D,40,3,6,9,3,10,3,0,0,0,6,0,0,41,7.3,85,508:27:00,12:43,0,0,,29,39,7,12
2021_2022,595,Noah Cates,22,PHI,LW,16,5,4,9,4,4,4,1,0,1,4,0,0,23,21.7,43,211:56:00,13:15,0,7,0,6,21,10,3
2021_2022,596,Callan Foote,23,TBL,D,56,2,7,9,6,29,2,0,0,0,7,0,0,49,4.1,112,735:03:00,13:08,0,0,,57,83,4,15
2021_2022,597,Jack Johnson,35,COL,D,74,1,8,9,5,42,1,0,0,0,7,0,1,57,1.8,125,1239:22:00,16:45,0,0,,68,91,10,24
2021_2022,598,Klim Kostin,22,STL,C,40,4,5,9,-3,23,4,0,0,1,5,0,0,31,12.9,60,360:36:00,9:01,2,2,50,9,90,9,16
2021_2022,599,Zack MacEwen,25,PHI,C,75,3,6,9,-15,110,3,0,0,1,6,0,0,82,3.7,145,724:45:00,9:40,16,19,45.7,32,159,22,16
2021_2022,600,Mathieu Perreault,34,MTL,C,25,4,5,9,2,4,4,0,0,0,4,1,0,27,14.8,46,281:22:00,11:15,36,35,50.7,11,35,10,8
2021_2022,601,Aliaksei Protas,21,WSH,C,33,3,6,9,4,0,3,0,0,0,5,1,0,34,8.8,61,390:30:00,11:50,56,69,44.8,12,20,8,15
2021_2022,602,Scott Reedy,22,SJS,C,35,7,2,9,-8,10,4,3,0,2,2,0,0,33,21.2,54,391:31:00,11:11,53,79,40.2,26,14,6,5
2021_2022,603,Kris Russell,34,EDM,D,31,2,7,9,7,4,2,0,0,1,7,0,0,34,5.9,66,478:39:00,15:26,0,0,,68,33,3,14
2021_2022,604,Robert Hägg,26,2TM,D,64,1,8,9,-9,35,1,0,0,0,8,0,0,59,1.7,140,1025:14:00,16:01,0,0,,102,138,10,23
2021_2022,604,Robert Hägg,26,BUF,D,48,1,7,8,-9,25,1,0,0,0,7,0,0,45,2.2,103,816:32:00,17:01,0,0,,91,97,6,17
2021_2022,604,Robert Hägg,26,FLA,D,16,0,1,1,0,10,0,0,0,0,1,0,0,14,0,37,208:42:00,13:03,0,0,,11,41,4,6
2021_2022,605,Noel Acciari,30,FLA,C,20,3,5,8,2,11,3,0,0,1,5,0,0,32,9.4,52,239:40:00,11:59,84,82,50.6,16,48,8,6
2021_2022,606,Michael Anderson,22,LAK,D,57,2,6,8,6,8,2,0,0,1,6,0,0,58,3.4,133,1146:38:00,20:07,0,0,,69,133,10,26
2021_2022,607,Gavin Bayreuther,27,CBJ,D,43,0,8,8,0,22,0,0,0,0,8,0,0,44,0,85,561:25:00,13:03,0,0,,45,50,12,12
2021_2022,608,Jordie Benn,34,MIN,D,39,1,7,8,1,10,1,0,0,0,7,0,0,37,2.7,77,584:12:00,14:59,0,0,,41,51,6,15
2021_2022,609,Anders Bjork,25,BUF,LW,58,5,3,8,-14,10,5,0,0,0,3,0,0,51,9.8,93,698:08:00,12:02,1,4,20,16,11,16,11
2021_2022,610,Tobias Björnfot,20,LAK,D,70,0,8,8,-12,6,0,0,0,0,8,0,0,53,0,110,1173:24:00,16:46,0,0,,58,61,10,30
2021_2022,611,Zach Bogosian,31,TBL,D,48,3,5,8,2,53,3,0,0,1,5,0,0,60,5,108,737:24:00,15:22,0,0,,34,114,7,16
2021_2022,612,William Borgen,25,SEA,D,36,2,6,8,1,28,2,0,0,0,6,0,0,49,4.1,97,550:12:00,15:17,0,0,,33,89,4,14
2021_2022,613,Will Butcher,27,BUF,D,37,2,6,8,-10,0,2,0,0,0,4,2,0,35,5.7,78,609:53:00,16:29,0,0,,32,11,1,10
2021_2022,614,Sasha Chmelevski,22,SJS,C,19,0,8,8,2,4,0,0,0,0,8,0,0,31,0,60,250:30:00,13:11,31,48,39.2,4,20,8,3
2021_2022,615,Calvin de Haan,30,CHI,D,69,4,4,8,-21,33,4,0,0,0,4,0,0,107,3.7,225,1308:00:00,18:57,0,0,,172,146,18,59
2021_2022,616,Dakota Joshua,25,STL,C,30,3,5,8,6,16,3,0,0,2,5,0,0,31,9.7,49,254:47:00,8:30,40,35,53.3,10,77,7,8
2021_2022,617,Kole Lind,23,SEA,RW,23,2,6,8,-1,12,2,0,0,0,6,0,0,31,6.5,47,272:07:00,11:50,6,11,35.3,10,18,7,3
2021_2022,618,Olli Määttä,27,LAK,D,66,1,7,8,17,10,1,0,0,0,7,0,0,61,1.6,139,1206:41:00,18:17,0,0,,94,67,10,37
2021_2022,619,Alec Martinez,34,VEG,D,26,3,5,8,6,4,3,0,0,0,5,0,0,32,9.4,69,508:03:00,19:32,0,0,,68,26,8,19
2021_2022,620,Jaycob Megna,29,SJS,D,44,2,6,8,-1,16,2,0,0,0,6,0,0,40,5,84,841:18:00,19:07,0,0,,92,71,18,23
2021_2022,621,Jordan Oesterle,29,DET,D,45,2,6,8,-7,4,2,0,0,1,6,0,0,63,3.2,101,822:55:00,18:17,0,0,,44,27,6,17
2021_2022,622,Antoine Roussel,32,ARI,LW,53,4,4,8,-16,59,4,0,0,1,4,0,0,59,6.8,103,643:34:00,12:09,17,22,43.6,34,74,9,16
2021_2022,623,Brendan Smith,32,CAR,D,45,4,4,8,6,36,4,0,0,1,4,0,0,63,6.3,128,626:19:00,13:55,0,0,,40,73,12,13
2021_2022,624,Jordan Spence,20,LAK,D,24,2,6,8,0,2,2,0,0,1,4,2,0,41,4.9,99,473:51:00,19:45,0,0,,29,32,3,11
2021_2022,625,Fabian Zetterlund,22,NJD,W,14,3,5,8,5,0,3,0,0,0,5,0,0,36,8.3,50,186:48:00,13:21,2,1,66.7,7,16,3,1
2021_2022,626,Ryan Dzingel,29,2TM,C,32,5,3,8,-5,35,5,0,0,1,3,0,0,32,15.6,58,438:46:00,13:43,65,88,42.5,9,20,13,8
2021_2022,626,Ryan Dzingel,29,ARI,C,26,4,3,7,-3,35,4,0,0,1,3,0,0,23,17.4,45,341:07:00,13:07,65,86,43,6,15,8,8
2021_2022,626,Ryan Dzingel,29,SJS,C,6,1,0,1,-2,0,1,0,0,0,0,0,0,9,11.1,13,97:39:00,16:17,0,2,0,3,5,5,0
2021_2022,627,Brad Richardson,36,2TM,C,44,4,4,8,-1,35,4,0,0,1,4,0,0,31,12.9,69,453:18:00,10:18,139,100,58.2,20,59,7,9
2021_2022,627,Brad Richardson,36,CGY,C,27,2,2,4,-2,27,2,0,0,0,2,0,0,19,10.5,36,268:15:00,9:56,80,56,58.8,9,40,3,3
2021_2022,627,Brad Richardson,36,VAN,C,17,2,2,4,1,8,2,0,0,1,2,0,0,12,16.7,33,185:03:00,10:53,59,44,57.3,11,19,4,6
2021_2022,628,Henrik Borgström,24,CHI,C,52,4,3,7,-14,22,4,0,0,0,2,1,0,41,9.8,85,546:59:00,10:31,82,122,40.2,19,26,22,8
2021_2022,629,Paul Byron,32,MTL,LW,27,4,3,7,-8,2,4,0,0,2,3,0,0,33,12.1,43,340:13:00,12:36,33,36,47.8,7,66,9,15
2021_2022,630,Cam Dineen,23,ARI,D,34,0,7,7,-16,4,0,0,0,0,7,0,0,52,0,110,531:43:00,15:38,0,0,,44,22,6,18
2021_2022,631,Dylan Gambrell,25,OTT,C,63,3,4,7,2,12,2,0,1,0,4,0,0,58,5.2,102,764:35:00,12:08,295,309,48.8,39,103,11,13
2021_2022,632,Brendan Gaunce,27,CBJ,C,30,5,2,7,2,12,5,0,0,0,2,0,0,44,11.4,71,242:53:00,8:06,66,60,52.4,9,42,8,3
2021_2022,633,Julien Gauthier,24,NYR,RW,49,3,4,7,-9,8,3,0,0,1,4,0,0,69,4.3,110,505:03:00,10:18,1,2,33.3,14,98,15,14
2021_2022,634,Gregory Hofmann,29,CBJ,C,24,2,5,7,6,8,2,0,0,2,5,0,0,33,6.1,51,300:08:00,12:30,0,8,0,10,23,7,9
2021_2022,635,Tyler Johnson,31,CHI,C,26,3,4,7,-8,12,3,0,0,0,2,2,0,30,10,52,337:21:00,12:59,31,20,60.8,7,37,5,3
2021_2022,636,Ross Johnston,27,NYI,LW,32,2,5,7,-3,44,2,0,0,0,5,0,0,9,22.2,18,328:41:00,10:16,0,1,0,16,90,4,10
2021_2022,637,Joel Kiviranta,25,DAL,F,56,1,6,7,-6,10,1,0,0,0,6,0,0,59,1.7,98,533:14:00,9:31,0,3,0,23,97,7,9
2021_2022,638,Josh Mahura,23,ANA,D,38,3,4,7,-14,12,3,0,0,0,4,0,0,36,8.3,82,534:18:00,14:04,0,0,,51,63,5,17
2021_2022,639,Matt Martin,32,NYI,LW,71,3,4,7,-2,70,3,0,0,0,4,0,0,66,4.5,106,812:13:00,11:26,8,11,42.1,26,235,11,17
2021_2022,640,Nicolas Meloche,24,SJS,D,50,2,5,7,-17,39,2,0,0,1,4,0,1,36,5.6,94,843:47:00,16:53,0,0,,54,158,17,26
2021_2022,641,Victor Mete,23,OTT,D,37,0,7,7,-19,4,0,0,0,0,6,1,0,27,0,55,541:06:00,14:37,0,0,,38,13,7,18
2021_2022,642,Patrik Nemeth,29,NYR,D,63,2,5,7,-9,28,2,0,0,1,5,0,0,52,3.8,114,1047:58:00,16:38,0,0,,102,115,11,18
2021_2022,643,Thomas Novak,24,NSH,C,27,1,6,7,-4,2,0,1,0,0,3,3,0,25,4,47,318:26:00,11:48,62,79,44,6,4,14,5
2021_2022,644,Nolan Patrick,23,VEG,C,25,2,5,7,1,6,2,0,0,0,4,1,0,34,5.9,51,287:40:00,11:30,83,89,48.3,3,26,13,10
2021_2022,645,Cole Perfetti,20,WPG,C,18,2,5,7,1,0,2,0,0,1,4,1,0,21,9.5,48,254:40:00,14:09,0,3,0,2,17,7,5
2021_2022,646,Calle Rosén,27,STL,D,18,2,5,7,-2,4,2,0,0,0,5,0,0,18,11.1,39,257:54:00,14:20,0,0,,16,6,3,11
2021_2022,647,Givani Smith,23,DET,RW,46,4,3,7,-6,108,4,0,0,0,3,0,0,50,8,83,389:43:00,8:28,1,1,50,20,86,7,8
2021_2022,648,Joe Snively,26,WSH,F,12,4,3,7,3,2,3,1,0,0,3,0,0,21,19,35,138:41:00,11:33,0,1,0,3,2,7,1
2021_2022,649,Gabriel Vilardi,22,LAK,C,25,5,2,7,-5,8,3,2,0,1,2,0,0,41,12.2,60,337:51:00,13:31,60,71,45.8,9,6,6,5
2021_2022,650,Boris Katchouk,23,2TM,LW,59,3,4,7,-7,39,3,0,0,1,4,0,0,58,5.2,100,585:18:00,9:55,7,12,36.8,20,138,16,7
2021_2022,650,Boris Katchouk,23,TBL,LW,38,2,4,6,3,25,2,0,0,1,4,0,0,36,5.6,67,373:01:00,9:49,7,10,41.2,11,98,10,4
2021_2022,650,Boris Katchouk,23,CHI,LW,21,1,0,1,-10,14,1,0,0,0,0,0,0,22,4.5,33,212:17:00,10:07,0,2,0,9,40,6,3
2021_2022,651,Jeremy Lauzon,24,2TM,D,66,2,5,7,-6,81,2,0,0,0,5,0,0,75,2.7,151,1166:19:00,17:40,0,0,,63,224,10,24
2021_2022,651,Jeremy Lauzon,24,SEA,D,53,1,5,6,-9,67,1,0,0,0,5,0,0,58,1.7,116,943:57:00,17:49,0,0,,49,176,7,16
2021_2022,651,Jeremy Lauzon,24,NSH,D,13,1,0,1,3,14,1,0,0,0,0,0,0,17,5.9,35,222:22:00,17:06,0,0,,14,48,3,8
2021_2022,652,Austin Czarnik,29,2TM,C,17,2,5,7,5,0,2,0,0,0,5,0,0,14,14.3,29,185:18:00,10:54,23,36,39,7,3,6,4
2021_2022,652,Austin Czarnik,29,NYI,C,11,2,3,5,5,0,2,0,0,0,3,0,0,9,22.2,15,120:32:00,10:57,23,35,39.7,5,2,4,4
2021_2022,652,Austin Czarnik,29,SEA,C,6,0,2,2,0,0,0,0,0,0,2,0,0,5,0,14,64:46:00,10:48,0,1,0,2,1,2,0
2021_2022,653,Travis Dermott,25,2TM,D,60,2,5,7,9,14,2,0,0,1,5,0,0,46,4.3,100,920:07:00,15:20,0,0,,46,55,7,26
2021_2022,653,Travis Dermott,25,TOR,D,43,1,4,5,4,14,1,0,0,1,4,0,0,37,2.7,74,632:55:00,14:43,0,0,,28,43,6,22
2021_2022,653,Travis Dermott,25,VAN,D,17,1,1,2,5,0,1,0,0,0,1,0,0,9,11.1,26,287:12:00,16:54,0,0,,18,12,1,4
2021_2022,654,Robert Bortuzzo,32,STL,D,73,1,5,6,-4,36,1,0,0,0,5,0,0,47,2.1,87,1002:45:00,13:44,0,0,,98,135,8,20
2021_2022,655,Josh Brown,28,2TM,D,52,0,6,6,-7,37,0,0,0,0,6,0,0,45,0,87,739:16:00,14:13,0,0,,62,118,9,22
2021_2022,655,Josh Brown,28,OTT,D,46,0,6,6,-9,32,0,0,0,0,6,0,0,43,0,83,643:27:00,13:59,0,0,,57,106,8,21
2021_2022,655,Josh Brown,28,BOS,D,6,0,0,0,2,5,0,0,0,0,0,0,0,2,0,4,95:49:00,15:58,0,0,,5,12,1,1
2021_2022,656,Michael Carcone,25,ARI,F,21,4,2,6,-8,14,4,0,0,0,2,0,0,36,11.1,64,258:35:00,12:19,0,7,0,7,31,8,9
2021_2022,657,Connor Dewar,22,MIN,C,35,2,4,6,-4,25,2,0,0,1,3,1,0,44,4.5,81,346:22:00,9:54,62,71,46.6,22,48,9,6
2021_2022,658,Joel Edmundson,28,MTL,D,24,3,3,6,-1,35,3,0,0,0,3,0,0,32,9.4,59,470:00:00,19:35,0,0,,45,61,5,27
2021_2022,659,Casey Fitzgerald,24,BUF,D,36,0,6,6,-19,36,0,0,0,0,6,0,0,41,0,67,607:30:00,16:53,0,0,,35,86,13,17
2021_2022,660,Joel Hanley,30,DAL,D,44,2,4,6,-13,4,2,0,0,0,4,0,0,18,11.1,56,525:23:00,11:56,0,0,,43,60,5,14
2021_2022,661,Reese Johnson,23,CHI,F,37,1,5,6,-13,16,1,0,0,0,5,0,0,24,4.2,46,393:10:00,10:38,107,105,50.5,14,141,13,6
2021_2022,662,Kevin Labanc,26,SJS,RW,21,3,3,6,-4,6,1,2,0,1,1,2,0,36,8.3,62,279:07:00,13:17,0,1,0,9,28,6,6
2021_2022,663,Brett Leason,22,WSH,RW,36,3,3,6,1,4,3,0,0,0,3,0,0,45,6.7,67,322:24:00,8:57,3,5,37.5,14,16,9,4
2021_2022,664,Jake Leschyshyn,22,VEG,C,41,2,4,6,-2,8,2,0,0,0,4,0,0,35,5.7,61,463:21:00,11:18,122,143,46,23,45,13,4
2021_2022,665,Matt Luff,24,NSH,RW,23,3,3,6,3,4,3,0,0,1,3,0,0,26,11.5,43,216:22:00,9:24,2,0,100,4,29,3,3
2021_2022,666,Matias Maccelli,21,ARI,LW,23,1,5,6,-10,4,1,0,0,0,4,1,0,21,4.8,42,326:32:00,14:12,2,0,100,8,12,10,19
2021_2022,667,Ryan Merkley,21,SJS,D,39,1,5,6,-10,8,1,0,0,0,3,2,0,36,2.8,85,599:44:00,15:23,0,0,,22,12,13,28
2021_2022,668,Brett Murray,23,BUF,LW,19,2,4,6,-3,23,2,0,0,0,3,1,0,14,14.3,25,246:44:00,12:59,0,0,,2,17,4,5
2021_2022,669,Sami Niku,25,MTL,D,13,0,6,6,3,2,0,0,0,0,5,1,0,14,0,27,198:41:00,15:17,0,0,,17,6,2,5
2021_2022,670,Scott Perunovich,23,STL,D,19,0,6,6,2,8,0,0,0,0,3,3,0,14,0,25,293:42:00,15:27,0,0,,12,5,6,7
2021_2022,671,Buddy Robinson,30,ANA,RW,32,1,5,6,2,19,1,0,0,0,5,0,0,38,2.6,51,295:54:00,9:15,0,6,0,12,56,7,6
2021_2022,672,Carter Rowney,32,DET,RW,26,4,2,6,-4,0,4,0,0,0,1,0,1,15,26.7,27,277:23:00,10:40,74,91,44.8,20,36,4,5
2021_2022,673,Jonas Røndbjerg,22,VEG,RW,30,2,4,6,0,4,2,0,0,0,4,0,0,30,6.7,50,300:22:00,10:01,0,2,0,11,13,8,5
2021_2022,674,Corey Schueneman,26,MTL,D,24,2,4,6,-5,8,2,0,0,0,3,1,0,30,6.7,65,398:23:00,16:36,0,0,,40,15,6,13
2021_2022,675,Oskar Steen,23,BOS,C,20,2,4,6,-1,6,2,0,0,0,4,0,0,25,8,43,221:28:00,11:04,1,5,16.7,8,32,9,5
2021_2022,676,Mitchell Stephens,24,DET,C,27,0,6,6,-8,8,0,0,0,0,6,0,0,17,0,38,301:49:00,11:11,124,129,49,9,21,5,7
2021_2022,677,Michael Stone,31,CGY,D,11,2,4,6,3,4,1,1,0,1,3,1,0,24,8.3,59,192:02:00,17:27,0,0,,17,26,1,4
2021_2022,678,Maxwell Willman,26,PHI,C,41,4,2,6,-13,16,4,0,0,0,2,0,0,65,6.2,100,482:38:00,11:46,2,5,28.6,10,53,14,8
2021_2022,679,Radim Zohorna,25,PIT,F,17,2,4,6,12,4,2,0,0,0,4,0,0,9,22.2,24,175:34:00,10:20,4,8,33.3,3,23,6,1
2021_2022,680,Alex Barré-Boulet,24,2TM,F,16,3,3,6,0,4,3,0,0,0,2,1,0,16,18.8,28,176:02:00,11:00,6,9,40,3,10,4,3
2021_2022,680,Alex Barré-Boulet,24,SEA,F,2,0,1,1,0,0,0,0,0,0,1,0,0,0,,1,17:17,8:39,0,0,,0,0,0,1
2021_2022,680,Alex Barré-Boulet,24,TBL,F,14,3,2,5,0,4,3,0,0,0,1,1,0,16,18.8,27,158:45:00,11:20,6,9,40,3,10,4,2
2021_2022,681,Andrej Šustr,31,2TM,D,38,1,5,6,-4,16,1,0,0,0,5,0,0,28,3.6,62,559:29:00,14:43,0,0,,36,27,10,15
2021_2022,681,Andrej Šustr,31,TBL,D,15,1,0,1,-1,6,1,0,0,0,0,0,0,10,10,29,158:19:00,10:33,0,0,,6,8,2,3
2021_2022,681,Andrej Šustr,31,ANA,D,23,0,5,5,-3,10,0,0,0,0,5,0,0,18,0,33,401:10:00,17:27,0,0,,30,19,8,12
2021_2022,682,Urho Vaakanainen,23,2TM,D,29,0,6,6,-5,10,0,0,0,0,5,1,0,27,0,55,560:14:00,19:19,0,0,,28,27,7,8
2021_2022,682,Urho Vaakanainen,23,BOS,D,15,0,4,4,0,4,0,0,0,0,4,0,0,15,0,32,289:19:00,19:17,0,0,,12,10,5,5
2021_2022,682,Urho Vaakanainen,23,ANA,D,14,0,2,2,-5,6,0,0,0,0,1,1,0,12,0,23,270:55:00,19:21,0,0,,16,17,2,3
2021_2022,683,Simon Benoit,23,ANA,D,53,1,4,5,-5,22,1,0,0,0,4,0,0,45,2.2,87,746:54:00,14:06,0,0,,39,168,7,21
2021_2022,684,Thomas Bordeleau,20,SJS,C,8,0,5,5,-1,0,0,0,0,0,4,1,0,13,0,25,124:43:00,15:35,40,49,44.9,4,3,9,8
2021_2022,685,Kyle Burroughs,26,VAN,D,42,1,4,5,-3,39,1,0,0,0,4,0,0,39,2.6,83,543:20:00,12:56,0,0,,59,122,7,7
2021_2022,686,Drake Caggiula,27,BUF,LW,18,2,3,5,-4,4,2,0,0,1,2,1,0,23,8.7,37,263:27:00,14:38,1,3,25,7,17,6,2
2021_2022,687,Ryan Ellis,31,PHI,D,4,1,4,5,2,0,1,0,0,0,2,2,0,6,16.7,13,91:13:00,22:48,0,0,,6,1,2,5
